svid1,svid2,svid3,svid4,svid5,svid6,svid7,svid8,svid9,svid10
49.2068775248421,49.589962902512895,51.496042002999346,50.36097745854754,49.88050536823625,49.861082096994345,51.48465016294918,46.340608328186434,48.68355003656433,51.68344828241982
50.49067026611711,49.73078000570755,49.20792149223939,49.00301661385819,50.52780530520519,48.54664454346446,48.325764531455775,49.58448135779867,51.37407369180008,48.5473797947216
48.603715155422684,50.31171875330493,50.27387599928291,49.706584292359295,50.31396342913918,48.557400830747476,51.05950746165992,49.34496742361077,49.63902176725294,52.95615114471712
52.14544291518188,50.61836468753492,49.381974314714796,50.78907072023319,48.78585055842635,50.15664246466555,50.402368614458084,50.602028115429235,48.622332787743176,49.885713272364896
51.63712665710524,50.463487141898185,50.90324949821038,49.812272490702846,50.018470556235656,51.61085163706823,49.86167184148702,50.31313824577831,51.359930544451785,48.322882106160385
50.955320279953916,51.97089731490806,49.04710761258261,50.64576922784599,48.35401271549381,48.808850859707164,51.06325210119899,49.83440132236112,48.87368046212217,51.15619103473486
51.183173941621064,49.430170428217515,49.54294908289723,50.47895889715488,50.56472443704812,50.71839054814325,49.889456249674886,50.035891495967114,49.82801345029296,49.09170886455229
52.04577880379684,50.66159255853694,50.90394554760844,51.990572372536185,53.612862232612514,50.54278222901641,50.13948908184203,50.61772298362827,49.21435339309756,52.56524946462965
51.7200135526575,51.98065581403548,49.866897785684344,51.60050433549265,51.79046405914024,50.821791516328105,50.63865878283919,49.14157346399423,50.34055435867855,50.022050852687926
52.00625193798578,51.207490881208074,51.447277381000454,51.07593757661275,52.144159941227436,51.46713121394791,50.67070298730059,50.4138214146039,50.7831976176576,49.39704991152197
53.19531913960375,51.411045077038715,50.39368346919968,53.281960185730874,50.597145096629816,51.622088533482774,50.10903037524417,50.15869985286825,50.274929064721164,48.47448799031398
53.23149854628043,51.521909367875146,49.01557807198676,51.443340127154336,50.123758046779294,51.17191461689147,50.341409276645834,50.58853985035044,49.709033412990095,51.009972405730245
52.89250781928902,52.9389135152909,50.75983807560613,50.58213688142231,50.60808217468622,50.88044751738385,50.759463911066426,52.04544151173992,50.78882561325134,50.43843241987245
53.10915195595825,52.84499369350514,52.71317642847885,53.051241842557864,51.82517201517975,51.613607800385616,51.92112235528121,52.597164781742606,51.39194534900452,48.11908347263607
53.591539069262765,50.987283140115686,52.141825678195296,50.99705324530679,50.10699502861487,50.90081023096803,49.13883045875172,50.98149153019417,51.8912702968716,51.050416990677704
53.05045240646143,51.337005501584244,52.433200670335786,51.11410180274645,53.64194868936242,52.015461438898974,50.406897166140475,52.47063093430908,50.91113127388863,47.7402352592258
53.49227612396608,52.22161459789185,49.174809725772775,50.571696757492624,50.82701926849009,51.566746273193424,51.80262840319577,49.77384702632318,48.930715890984025,50.05903722846241
54.67340483020902,52.65885275416879,51.57821654973683,51.53141069291069,51.147721195389614,49.802114250819336,51.60789931396805,50.35412763459028,51.50727683671238,50.457240963100105
54.221199457233524,53.86319393097694,52.83252980477317,52.52368763454343,52.72574396868891,50.95070689990886,50.43438996277897,51.116149203745316,51.33547093642175,51.2197469511144
53.20107129375737,52.998351117443804,52.085454294393564,50.066702871559684,52.02513132366409,52.82145070341659,51.77528517614536,51.12703554137093,50.963372644018854,51.28813369982428
54.319171570347216,54.59515938084625,53.29838842787093,51.849943242946665,52.54614463548399,51.488520245633325,50.22210181447094,51.822383906761885,50.18327215442501,51.959111904114984
55.67102409080162,55.295842225474,53.10082415505626,50.46043194126986,49.552154884283865,51.684688780719924,51.5766235712474,51.59803875725554,50.59205781860774,51.56753341476125
54.9969349345981,52.71893880829477,52.15400202800633,53.52320474755669,51.51336237097714,50.780338146719,52.70972528830076,52.151722987109764,52.12926442145892,53.157642856743756
55.29202875639703,53.91362680454782,53.815388891375335,52.286503421390556,51.81365359375246,51.684755985068534,49.79757002948558,49.96712136439186,51.56849945080051,50.61921821775139
56.29073835320847,54.92882088303321,54.482369805718655,53.75329129257109,52.02009124613753,52.17530528946922,51.894077289765875,52.863434603600304,50.799253925468946,50.83176892881194
57.67811827581303,54.28589673327566,53.8512062659985,52.33930255830687,53.813937515914084,51.65261441366891,52.236019498265364,52.21767483947302,50.03610344736088,51.62123463951767
55.34126363214117,54.54941231577478,53.85540461575579,50.83128098198573,51.52163547562696,52.85135825810163,50.48794009835101,49.979829743764085,52.29084280283348,51.49643590333202
57.59981582846839,53.89957527148999,52.098032390906,52.175472349118195,52.51610531131848,51.22171357549341,52.13535022178419,50.704682813877234,50.31703072941062,52.36412096976603
55.214841988803,53.95506436538709,53.589978186154816,56.18245329121407,54.04844204909747,52.63354572869588,52.03248858031725,50.768050627940625,52.45668099579395,51.86347015869847
56.80904628091612,54.86066680723182,53.82759796413962,52.865271602557954,50.26391069078955,52.54604150881256,51.92784698318822,51.546634100164646,50.994614634894695,51.72933033304668
55.649602806760875,55.79939933161024,52.667972099327926,54.03045699156118,51.08092685324897,51.98309131526072,52.06796219004574,50.674519567282275,51.00711047234171,51.31867548843257
58.35138817843157,53.8991265170966,53.44265859672497,52.154380082169766,52.18386665088936,51.69285712232868,51.37483821044995,51.42853245213691,52.306989187988975,50.74826196851067
58.01027155212773,54.95213082656447,53.233001756383445,52.70687416348078,51.73482783263214,52.08292207641178,51.78592644295761,52.59215063530059,51.441647789953315,51.66867500039003
58.48599442918353,57.03920659118282,55.24129876472314,54.099050592305524,51.53030529391306,52.767810181985524,52.41204682296689,51.3185258832807,51.199098995704645,53.12351699229999
56.63007654911953,55.185220325262215,53.09865137149037,54.654104962532976,53.042523734786,52.97528170006126,53.34772423021822,51.49733995387366,52.531327460887155,51.13814565612642
58.36279507659372,55.68795050524564,54.44985775126319,54.53526828984818,54.33727088130389,54.94464339698318,52.968155203065166,50.12277093122235,51.34756546920028,52.697736420972866
57.3170536166179,56.45970835168493,54.30514142065968,52.44014189396898,51.69393934674675,52.589244847608704,53.4256964517595,53.834895697126925,49.63465640603049,52.723943080570386
57.531606343160654,56.37017669002651,55.0031856702504,51.894699997467775,54.19058768677389,53.795443569482586,52.94971784775157,51.69174266521963,52.58729337071374,49.925929870451675
58.643455585499126,55.77604680344979,54.52403367624588,52.175979893335146,52.126983735952386,52.77101239363747,52.79578487193115,52.188356053065,52.06865098183721,51.627693822737186
59.156473132298316,55.84846082939179,53.78456368695422,52.990308872223814,52.64558712939902,54.553686610919975,52.95002265190424,51.54072411869727,50.933199706881176,50.526239685094076
58.621831873441096,57.72411014976073,55.04301600823581,53.453206110253674,54.30870561514772,53.35062710137902,54.07857866011816,51.91905994622809,50.865184303702264,53.58243814318506
57.92181538266163,55.38478172710753,56.86747826232224,54.439254179156045,54.03310080352654,52.52468634497576,51.62998838846561,52.25280969689788,50.68402544937267,53.19038863192895
57.85102809310188,55.104079802870416,55.48479155888017,52.151459216147195,53.46223768923671,53.403467199314996,52.69921984482343,51.05688260035345,51.953732209275174,54.074018969146046
60.24277559815025,57.69815740170062,56.175463137751876,52.64752565874545,53.48612692608879,54.70956746657111,53.64071508966217,53.413538566207436,52.43671263012423,52.78450615437651
59.508514188581806,57.973018380239914,53.61225076622543,54.45789805355565,53.51142511920691,52.7874105312659,54.19727071246532,52.09261726200773,53.64566940373636,52.947840388773386
59.74482902964486,55.87005182246379,57.155996229150425,54.31209001022921,52.428456205129024,53.331270333652135,54.09358534870821,53.63894943301563,53.21889898890496,52.95699414069012
61.313476012539496,57.838567064883954,56.65534014954181,53.997765897956874,54.971181385520566,54.84118831378357,52.7506219774406,52.303609821965075,54.70852772995804,51.18672290116851
58.41330004264666,57.44448009214997,55.43420958765566,56.282329229395124,54.39048604037724,53.321281877331515,53.01763267835435,54.138357710544646,51.527019152568094,51.8702516266975
61.88202221274216,57.08989339047458,56.36092623277154,53.50587903426119,52.05720045756075,52.08720952967333,54.14199480243431,53.513351104940675,52.96753701401488,52.463806029441095
62.561041841265826,57.42944678158751,57.496940175844294,55.53916206246412,55.00590091647338,52.796852341927874,54.2790689301638,53.450758938061846,53.514770642939354,51.759073197493464
61.110229208987384,59.28418605626731,55.792405855545596,54.863299105421994,52.700608418564684,53.0937996486595,52.90091753581715,52.478995895753386,51.73832643978121,49.95737201938228
60.39466698898167,58.29601045655487,54.84835328165241,54.48613869348934,54.794319397820125,53.399828486398214,53.22326007959285,54.005774995276724,52.585350665535266,52.50260490657937
58.9734974737975,58.25225090479958,56.885198680184544,54.074742835998514,52.8521967199102,54.391035652351455,54.286430063635905,53.87082675427901,53.043407121030626,53.256142142125704
60.695534989617855,58.29360576159904,55.91136928262512,53.2477998797321,56.30186707548369,53.27177290552918,54.37159967097993,54.31532546409243,52.810407638351805,52.587402796132395
59.316018238661684,57.28246367404324,56.7688343156921,53.75929090793993,55.588738898698466,53.78705343488371,53.84321087180454,52.39950178537688,50.240907793997486,54.923115903267295
59.788615644474916,57.664328230972345,56.025147676839545,54.79463985293827,55.431132632869456,52.8264973035216,53.57819499922008,54.03795489670531,52.89089811569904,53.31211715255748
59.56525207081254,57.93807303146033,54.89798771982006,54.37606179095692,55.17448388378645,53.69876899943115,54.8102407787531,53.910677506454135,51.00060171023736,53.399306973846336
60.17876837238328,57.30137783687056,56.05936001912576,54.53363891981254,53.311987215108154,54.766325284078896,54.456798711392125,55.037579200441144,52.27747485807796,53.69246375032398
61.21607909627696,58.80617022394305,57.168706943448896,55.26692555910806,53.565914987199704,55.92909137838286,52.17361393437973,53.332066869260686,53.21682255085526,54.28271059254605
59.399269401205174,59.52150472814614,55.602436203257454,56.769143829975,56.0821489147613,51.931873667554314,52.53127278427097,51.98329717029439,52.319171611392306,51.809718280266644
58.99007401850808,58.367250858749735,58.46742550990759,56.07494895093501,55.30822435133819,52.86339320574744,53.01766051000337,52.7388455784152,54.09600713197188,53.16415109664368
58.986905105811275,57.73239006577192,54.860186432675505,55.6923239560788,55.3406297693309,54.8988073787371,53.05263979260161,52.84063998698309,52.70588317738668,52.26037726010153
59.029718549715085,57.848215822795176,56.09987589169778,54.72522076263307,54.11662606037215,53.807582996204225,52.541678578377066,52.3787189254353,54.096810939822,51.34017480582415
58.56877243774914,60.318088836635745,57.3536393838992,55.56795293601704,54.50542847516339,52.964237021746946,54.49648223658808,52.37102838996044,53.04441851660666,52.931054153418614
59.08256504062937,58.21749298548546,57.36335155743321,56.19495287035005,54.72920387689636,53.6591528932375,53.49867361452194,53.80723176057737,53.29142551558043,53.75425573168451
61.27813531330272,57.6613380402958,58.063980599839994,55.224165899831576,55.68567277304026,55.5044167538848,53.99682766652106,53.912155717222724,52.68881083861883,55.07184336835461
59.374681846653644,57.47233939504399,57.50997919520074,56.51782966548552,56.445530902839785,55.01396650691606,54.19836105190694,53.72858869034919,54.81867936198688,53.253576914474515
60.20198968519931,58.56099197555494,59.06394796719183,56.11745151758847,57.34896971748926,54.75966372037498,55.73865027394071,53.85430420229211,53.649846281348665,53.278186923400334
58.69865482652911,60.32110559971269,57.03258700493622,56.78980905483723,55.381864038185604,55.003534735763004,53.62505620942218,52.950391883209484,55.338352150549426,53.50732089528129
60.049663041370955,60.42584776577703,58.200327631190994,59.28337102418742,55.74258337360044,56.829148133376066,53.30362447275847,54.955827938755995,54.809386682925755,53.309462844853954
58.097513816614985,59.833573485277284,57.00867540047196,56.6312017591899,54.78440801594922,54.94642182403301,54.008830690079854,52.44040077532253,54.075050209879414,52.16584148631507
59.09166740414049,58.567393455123394,58.925800856870396,56.873344520885595,53.50082446129257,54.92665577030022,52.85837766400413,53.02461855726295,54.97202566172248,54.01695026636334
61.99096544638387,60.19466980725563,57.6349071676412,56.18089277490477,56.30489775676089,55.14569201534628,52.70116309913871,55.245893649639214,52.28312242257322,53.42217302678264
59.093369007075175,59.23551787241283,57.60980273295973,57.43201765152363,54.057247428656474,56.42862138987218,53.73510774431485,53.82076424633457,53.196469645108664,53.429918246460616
60.73017381391209,60.097658006139675,57.982528329175125,55.949785694478756,55.29220931798754,54.47969122449059,55.75358409233967,54.36802467869201,52.59368221371132,52.66316094067008
59.9930982132885,61.72181251548815,57.14791736523507,56.89210628910583,55.93828106028937,56.071497457402764,56.05140311639696,54.825059638425586,53.921896323508214,55.30815725308937
59.30693803838102,59.37027468241225,57.75900371556971,54.95396495516482,56.45719074707045,55.99282154222793,54.816012935334534,53.21513366803738,53.69003876512001,53.29529730472299
58.72377866101527,58.28343143543136,56.60188353477077,58.68075014991459,55.89018109092211,55.15015547188603,54.66050997409042,54.35804549379195,52.53583700065392,53.709798195357344
60.57289106050478,61.60251078642659,57.97453793806032,58.06315317506034,56.98099287535386,55.78747939300721,53.925660595439005,56.01535356145153,54.32508949695612,52.56178347064321
59.012885138703545,59.57887586809809,58.2781049999552,56.02344053329674,57.167595354539685,54.80842112128834,54.622451748740325,53.44082189433775,54.24093501554312,52.28056718034594
60.61623064604599,59.60053346935243,59.067749564089425,58.731652315566095,55.61179470189067,56.46959906544514,55.149814593336544,53.77461199483585,54.728956831994026,53.26718263157888
58.2625788152716,58.18162278838999,58.06032155475833,57.487940257261975,55.1551121821414,55.481234208684576,55.88905979493215,53.46223706567127,52.91901169801993,55.406680809974404
58.926229649197545,60.60596635755832,57.251931963219626,57.94095701307116,56.739883341473316,54.92836310209545,56.32377868695273,54.77334895039918,53.26270726379722,51.0471155047387
59.21607429052976,60.947197787155716,58.57076128951396,57.53030383587443,56.601817095047224,56.83719361898119,54.910058163700086,54.774719345997035,54.09484153819173,53.62938812747544
58.99994554142298,60.18022771113297,58.07308306536357,57.186403778134384,56.662059584643266,55.8125731109466,54.34658825896673,54.6789490566365,55.24530890195269,53.28878780613673
57.263797205935134,61.04822796604476,57.81431597410391,58.328756328171806,57.061047328761504,55.473270670456756,54.267528139218676,54.69428722845386,55.64434400468881,52.841911227282395
57.699033297709185,59.583721742782124,60.540587328958225,57.16205308750338,54.93638262309746,54.78542563935052,53.94075191371614,53.037526298947206,55.494624650107546,53.630930127812675
58.027381236053166,61.3532274504095,58.616814391004255,56.50238681134595,56.30213712896882,55.56796139854925,55.45779827084685,54.61316635554026,54.463718771535895,54.224175188589314
57.22478308321615,60.79925525354024,61.82271560256593,58.99240125753205,58.35040714635541,56.670454604439136,55.184607090376566,54.9140416624727,54.931615541553896,54.00181500335061
58.6058746036979,61.806448259971994,58.60788164849852,57.65829221425663,56.265200489910484,55.595034581541256,55.065118161749666,53.46433012118493,56.451172347757634,54.76008460111902
58.36167573455968,58.3838999154295,57.95957021028439,58.69752355642708,57.31092123080043,55.30822197615534,55.81223740450204,53.42970660369706,55.06736890637254,54.46244808612316
55.65681601342838,58.815232062465604,58.83004039551835,57.808148393975785,56.17966910839099,56.59640142354986,53.12902996617487,54.174907858464,53.54391511443337,55.293311118801334
55.64412710902708,60.964115086399715,58.30103471318887,58.80692576548358,58.01524416552292,55.97927717132603,55.1160663468955,55.267928990016124,54.924623855290335,52.77647220118341
55.998638336552645,60.457627320317656,59.93945480076765,56.24917273764007,57.13141314194304,58.468081068836725,55.7679964336799,55.615064674438166,55.47282601273268,56.43540634143931
57.22372713449698,59.16704554679971,58.721570602820044,58.81988290684446,56.13341001030521,54.762613399119004,54.74681786932083,53.54187604827319,53.595763675450144,54.809583577224146
58.961460370027886,60.1804756657513,59.3116350035229,58.55262739974659,58.77724239151906,56.77970829228951,54.05193797147119,54.90014704768687,55.90998843470276,52.896310123211364
56.3634173378071,61.013889035009285,60.139020300380366,57.311135958558545,54.591543741204916,58.023579090957625,55.71572290951729,55.28587414088134,55.12837754152268,55.61735638439128
56.809690178577576,61.220318639098686,59.2771664419076,58.91708246718503,56.285394430294,56.17550834012398,55.75321385375444,55.29171781800278,53.61092419102409,55.272807880420096
55.30509047588375,60.33996585963844,59.621248513896035,58.9759023129151,58.18784897247829,55.008286223501706,55.219127774709584,56.360830026427394,54.44057614586468,53.690209230028195
55.12654461522105,60.15857600180402,58.873213106558836,58.43278551074363,56.257194048458175,56.25838786850995,58.01664827390097,54.17413175324961,54.08244799119846,54.001343474069394
54.0174696438731,60.52174947827015,60.44678274407791,59.235331509556616,56.11463934333521,55.537666960934224,54.14858414352834,54.67676823911158,55.4121724014741,52.887964455790744
55.743932110230276,59.987138722757145,61.23679119421666,57.700877409279315,56.01917971257064,56.057782745342436,54.41605577031425,54.74750377136017,57.617301113161496,54.446743472960705
56.51346084533719,61.92607840559899,59.3796450601096,57.55401841724376,56.98254432195095,56.96266120554601,54.96420815874336,54.875745960973795,54.752116371678426,54.93571486433024
55.000015444082194,59.56418609829507,58.64824312728532,57.07333087548028,57.63751523509357,55.87685877207361,57.45980798275008,53.6680391107785,56.08013632216424,53.69740273074324
